StopNum,Type,Day,Longitude,Latitude,NumOfPackages
564,Delivery,Mon,29.1208566,40.9891083,1
565,Delivery,Mon,29.214511,40.932374,1
566,Delivery,Mon,29.213503,40.9328324,1
567,Delivery,Mon,29.2181291,40.9313446,1
568,Delivery,Mon,29.1983559,40.9121673,1
569,Delivery,Mon,29.2190457,40.9210508,1
570,Delivery,Mon,29.2191305,40.9146898,1
571,Delivery,Mon,29.213765,40.9048019,1
572,Delivery,Mon,29.1963829,40.9151378,1
573,Delivery,Mon,29.1151301,41.0065335,2
574,Delivery,Mon,29.4396378,40.8360456,28
575,Delivery,Mon,29.0926791,41.0204789,1
576,Delivery,Mon,29.0919671,41.0227908,1
577,Delivery,Mon,29.1025152,41.0152244,1
578,Delivery,Mon,29.09406,41.0169043,1
579,Delivery,Mon,29.4653666,40.7976012,11
580,Delivery,Mon,29.4931721,40.8058801,1
581,Delivery,Mon,29.2375365,41.0157613,1
582,Delivery,Mon,29.2324585,41.0131225,1
583,Delivery,Mon,29.1394621,41.0166712,1
584,Delivery,Mon,29.1240934,41.0234137,4
585,Delivery,Mon,29.1244865,41.0245063,1
586,Delivery,Mon,29.1237143,41.0232318,1
587,Pickup,Mon,29.4667781,40.7970755,174
588,Delivery,Mon,29.2877348,40.9241504,1
589,Delivery,Mon,29.2824353,40.926769,1
590,Delivery,Mon,29.2646113,40.9677047,2
591,Delivery,Mon,29.2742295,40.9527683,1
592,Delivery,Mon,29.2881689,40.9523397,1
593,Delivery,Mon,29.2613746,40.9781533,1
594,Delivery,Mon,29.4114661,40.8394813,1
595,Delivery,Mon,29.4113632,40.8431488,1
596,Delivery,Mon,29.2172736,41.0079741,2
597,Delivery,Mon,29.1327743,40.9860977,2
598,Delivery,Mon,29.1282761,40.9901515,1
599,Delivery,Mon,29.3158164,40.9212344,1
600,Delivery,Mon,29.3138921,40.9208454,1
601,Delivery,Mon,29.3953071,40.8910515,2
602,Delivery,Mon,29.3952574,40.891027,1
603,Delivery,Mon,29.4166465,40.853668,2
604,Delivery,Mon,29.4129026,40.8633266,1
605,Delivery,Mon,29.2157767,40.965535,1
606,Delivery,Mon,29.4022488,40.8896243,1
607,Delivery,Mon,29.4022488,40.8896243,1
608,Delivery,Mon,29.3062417,40.9391784,1
609,Delivery,Mon,29.2886515,40.9336993,1
610,Delivery,Mon,29.3472873,40.9205411,102
611,Delivery,Mon,29.3289139,40.9330012,1
612,Delivery,Mon,29.3210937,40.9337578,1
613,Delivery,Mon,29.3799007,40.8008743,1
614,Delivery,Mon,29.3784559,40.8266249,1
615,Delivery,Mon,29.3903252,40.7946284,1
616,Delivery,Mon,29.4167839,40.7954663,1
617,Delivery,Mon,29.4050191,40.778695,1
618,Delivery,Mon,29.3919902,40.7953523,2
619,Delivery,Mon,29.2347496,40.9634288,1
620,Delivery,Mon,29.4540484,40.8241274,1
621,Delivery,Mon,29.4542639,40.8243213,1
622,Delivery,Mon,29.2225446,40.984619,1
623,Delivery,Mon,29.220857,40.9822044,1
624,Delivery,Mon,29.1954634,41.0029302,4
625,Delivery,Mon,29.1939712,40.9937876,1
626,Delivery,Mon,29.3994037,40.8795099,1
627,Delivery,Mon,29.3994888,40.8795513,1
628,Delivery,Mon,29.1258927,40.9340741,1
629,Delivery,Mon,29.3019468,40.8600902,1
630,Delivery,Mon,29.2434426,40.8879737,1
631,Delivery,Mon,29.2955331,40.9089457,1
632,Delivery,Mon,29.2752032,40.8981017,1
633,Delivery,Mon,29.2724996,40.8777699,1
634,Delivery,Mon,29.2691312,40.8746745,1
635,Delivery,Mon,29.2742586,40.8903609,2
636,Delivery,Mon,29.2883028,40.8756594,1
637,Delivery,Mon,29.1067855,41.0249082,1
638,Delivery,Mon,29.1068841,41.025194,25
639,Delivery,Mon,29.1069195,41.0252979,11
640,Delivery,Mon,29.106849,41.0249857,3
641,Delivery,Mon,29.1335141,40.9392856,1
642,Delivery,Mon,29.1432773,40.9331318,2
643,Delivery,Mon,29.1396368,40.9390998,1
644,Delivery,Mon,29.1461327,40.9392087,1
645,Delivery,Mon,29.1677665,40.9208545,1
646,Delivery,Mon,29.1666795,40.9476067,1
647,Delivery,Mon,29.1240401,40.9653607,1
648,Delivery,Mon,29.1385772,40.9734643,1
649,Delivery,Mon,29.1345001,40.9694815,1
650,Delivery,Mon,29.1693877,40.9493028,1
651,Delivery,Mon,29.1524295,40.9191391,6
652,Delivery,Mon,29.1438651,40.922237,1
653,Delivery,Mon,29.1464133,40.916094,1
654,Pickup,Mon,29.3929378,40.9041761,159
655,Delivery,Mon,29.1069095,41.0251895,7
656,Pickup,Mon,29.3929501,40.9041378,64
657,Delivery,Mon,29.0955095,41.0242828,1
658,Delivery,Mon,29.1084578,41.0219945,1
659,Delivery,Mon,29.0945074,41.0244862,1
660,Delivery,Mon,29.0910438,41.0131982,1
661,Delivery,Mon,29.2375169,41.0157543,1
662,Delivery,Mon,29.2417918,41.0094277,1
663,Pickup,Mon,29.0903367,41.0249605,11
664,Delivery,Mon,29.1244066,41.0233279,1
665,Delivery,Mon,29.1244865,41.0245063,1
666,Delivery,Mon,29.1237143,41.0232318,1
667,Delivery,Mon,29.1253681,40.9919763,1
668,Delivery,Mon,29.1425003,40.99023,1
669,Delivery,Mon,29.3020476,40.9087447,2
670,Delivery,Mon,29.3048481,40.9102497,2
671,Delivery,Mon,29.2599592,40.8775008,1
672,Delivery,Mon,29.2416511,40.8822204,4
673,Delivery,Mon,29.269023,40.8932068,1
674,Delivery,Mon,29.2584392,40.878783,1
675,Delivery,Mon,29.1068863,41.0252007,4
676,Delivery,Mon,29.1067849,41.0251972,1
677,Delivery,Mon,29.106849,41.0249857,1
678,Delivery,Mon,29.1068907,41.0251974,2
679,Delivery,Mon,29.1715267,41.0312119,2
680,Delivery,Mon,29.4199502,40.7905079,3
681,Delivery,Mon,29.1009407,40.986286,96
682,Delivery,Mon,29.3333439,40.9298938,1
683,Delivery,Mon,29.3331761,40.9297032,1
684,Delivery,Mon,29.3294399,40.9320108,1
685,Delivery,Mon,29.3332282,40.9298389,1
686,Delivery,Mon,29.3062111,40.9312377,2
687,Delivery,Mon,29.2897791,40.9114698,4
688,Delivery,Mon,29.4129639,40.8428947,1
689,Delivery,Mon,29.401525,40.8758747,1
690,Delivery,Mon,29.3762872,40.8807749,1
691,Delivery,Mon,29.4434095,40.7953746,4
692,Delivery,Mon,29.4110107,40.8759209,1
693,Delivery,Mon,29.4433994,40.7954055,4
694,Delivery,Mon,29.2297825,40.9748581,175
695,Delivery,Mon,29.1241568,41.0234301,1
696,Delivery,Mon,29.1244044,41.0232978,2
697,Delivery,Mon,29.3995266,40.8795945,1
698,Delivery,Mon,29.4462342,40.8667896,1
699,Delivery,Mon,29.1277342,40.9319754,1
700,Delivery,Mon,29.2935128,40.905233,1
701,Delivery,Mon,29.26003,40.8767383,2
702,Delivery,Mon,29.2531,40.8952258,3
703,Delivery,Mon,29.2483066,40.8893462,1
704,Delivery,Mon,29.2910533,40.8775068,1
705,Delivery,Mon,29.1068022,41.0251313,1
706,Delivery,Mon,29.1069003,41.0251375,1
707,Delivery,Mon,29.2646644,40.8978064,1
708,Delivery,Mon,29.2630731,40.8954723,1
709,Delivery,Mon,29.1272062,40.9363553,1
710,Delivery,Mon,29.1276699,41.0262493,1
711,Delivery,Mon,29.1475499,41.0157279,37
712,Delivery,Mon,29.1131157,41.0350399,10
713,Delivery,Mon,29.1658026,40.9193113,54
714,Delivery,Mon,29.1441546,40.9982524,1
715,Delivery,Mon,29.1355252,41.0084747,1
716,Delivery,Mon,29.2321886,40.8815964,1
717,Delivery,Mon,29.1403561,41.0004971,125
718,Delivery,Mon,29.3072506,40.8253137,39
719,Delivery,Mon,29.1161455,41.0320697,3
720,Delivery,Mon,29.1414452,40.9999077,1
721,Pickup,Mon,29.4254677,40.8491256,1
722,Delivery,Mon,29.2324875,40.8816837,2
723,Delivery,Mon,29.1290478,41.0057262,1
724,Delivery,Mon,29.1352801,40.9882211,1
725,Delivery,Mon,29.195809,40.8994484,1
726,Delivery,Mon,29.1892618,40.8926891,1
727,Delivery,Mon,29.1852675,40.9008529,1
728,Delivery,Mon,29.4099365,40.8805617,9
729,Delivery,Mon,29.3888745,40.8682454,1
730,Delivery,Mon,29.1382727,40.9305789,1
731,Delivery,Mon,29.1382695,40.9305516,1
732,Delivery,Mon,29.1382912,40.9305864,2
733,Delivery,Mon,29.3888737,40.8682463,1
734,Delivery,Mon,29.1092798,40.9528355,1
735,Delivery,Mon,29.1037654,40.952468,1
736,Delivery,Mon,29.0972996,40.9524973,1
737,Delivery,Mon,29.3888712,40.8682439,1
738,Delivery,Mon,29.1131493,40.99072,1
739,Delivery,Mon,29.1797867,41.0115852,1
740,Delivery,Mon,29.1733513,41.0193154,3
741,Delivery,Mon,29.1911343,41.0120886,1
742,Delivery,Mon,29.3070855,40.92978,1
743,Delivery,Mon,29.3331806,40.9296538,2
744,Delivery,Mon,29.326205,40.9333954,1
745,Delivery,Mon,29.3332513,40.9298449,1
746,Delivery,Mon,29.2463215,41.002534,1
747,Delivery,Mon,29.3055571,40.9301017,1
748,Delivery,Mon,29.2898022,40.9114453,4
749,Delivery,Mon,29.4135925,40.8402779,1
750,Delivery,Mon,29.4015135,40.8759016,1
751,Delivery,Mon,29.1562205,41.0369273,1
752,Delivery,Mon,29.3662112,40.8532445,1
753,Delivery,Mon,29.3875471,40.8941665,1
754,Delivery,Mon,29.3796463,40.8848286,1
755,Delivery,Mon,29.3754469,40.8870695,1
756,Delivery,Mon,29.3780784,40.871789,16
757,Delivery,Mon,29.216816,40.9192233,2
758,Delivery,Mon,29.1369014,41.0069095,2
759,Delivery,Mon,29.1452695,41.0026776,3
760,Delivery,Mon,29.1355252,41.0084747,2
761,Delivery,Mon,29.3073226,40.825318,1
762,Delivery,Mon,29.4389017,40.8581492,1
763,Delivery,Mon,29.3660986,40.8532334,1
764,Delivery,Mon,29.4037645,40.8498901,1
765,Delivery,Mon,29.4675672,40.7970113,267
766,Delivery,Mon,29.4037645,40.8498901,2
767,Delivery,Mon,29.4037645,40.8498901,1
768,Pickup,Mon,29.1344974,40.9915928,2
769,Delivery,Mon,29.3277556,40.9025587,7
770,Delivery,Mon,29.2870174,40.8236192,1
771,Delivery,Mon,29.4434144,40.7954471,2
772,Delivery,Mon,29.2798901,40.8621101,1
773,Delivery,Mon,29.2164038,41.0255894,1
774,Delivery,Mon,29.2491784,41.0746878,1
775,Delivery,Mon,29.2243595,41.0290509,1
776,Delivery,Mon,29.2234332,41.0355169,1
777,Delivery,Mon,29.2258976,41.0307424,1
778,Delivery,Mon,29.2250192,41.0308141,1
779,Delivery,Mon,29.4408247,40.8378466,19
780,Delivery,Mon,29.1168447,40.9884446,1
781,Delivery,Mon,29.2550458,40.969699,5
782,Delivery,Mon,29.1846796,41.0196639,1
783,Delivery,Mon,29.2707301,41.0424971,1
784,Delivery,Mon,29.2224656,41.0276814,1
785,Delivery,Mon,29.1838975,41.0191286,1
786,Delivery,Mon,29.2717334,41.0430291,1
787,Delivery,Mon,29.2729417,40.8636713,1
788,Delivery,Mon,29.2729481,40.8636685,1
789,Delivery,Mon,29.2550413,40.9696782,5
790,Delivery,Mon,29.0948833,40.9891149,1
791,Delivery,Mon,29.0974593,40.9851246,1
792,Delivery,Mon,29.0894805,41.00751,1
793,Delivery,Mon,29.0798153,41.0066516,1
794,Delivery,Mon,29.1071382,40.9720259,3
795,Delivery,Mon,29.1148048,40.9663245,1
796,Delivery,Mon,29.1061596,40.9784542,3
797,Delivery,Mon,29.1042093,40.9798577,1
798,Delivery,Mon,29.1088908,40.9778106,3
799,Delivery,Mon,29.1013916,40.9751482,1
800,Delivery,Mon,29.1034745,40.9739601,1
801,Delivery,Mon,29.1151135,40.9711855,3
802,Delivery,Mon,29.1016592,40.9724098,2
803,Delivery,Mon,29.1076018,40.972115,1
804,Delivery,Mon,29.1309641,41.0225212,1
805,Delivery,Mon,29.1627495,41.023518,1
806,Delivery,Mon,29.2729825,40.863684,1
807,Delivery,Mon,29.2729988,40.8636838,2
808,Delivery,Mon,29.0817393,40.9988701,1
809,Delivery,Mon,29.0834424,40.9965002,1
810,Delivery,Mon,29.0757923,41.0018091,1
811,Delivery,Mon,29.0860496,40.9929088,1
812,Delivery,Mon,29.1179522,40.9725087,1
813,Delivery,Mon,29.1231149,40.9772345,1
814,Delivery,Mon,29.1058731,40.9784443,1
815,Delivery,Mon,29.1145839,40.975186,1
816,Delivery,Mon,29.1089678,40.9778511,2
817,Delivery,Mon,29.1090587,40.977915,12
818,Delivery,Mon,29.1008527,40.975129,1
819,Delivery,Mon,29.1066979,40.977008,1
820,Delivery,Mon,29.1129429,40.9733876,1
821,Delivery,Mon,29.1127638,40.9613815,1
822,Delivery,Mon,29.1417862,40.9280008,1
823,Delivery,Mon,29.1527546,41.0095536,1
824,Delivery,Mon,29.1654112,41.0280003,1
825,Delivery,Mon,29.1606423,41.0165611,1
826,Delivery,Mon,29.1562286,41.0121061,1
827,Delivery,Mon,29.1405757,40.9288256,18
828,Delivery,Mon,29.1802746,41.0173575,1
829,Delivery,Mon,29.0988069,40.980615,11
830,Delivery,Mon,29.0988069,40.980615,4
831,Delivery,Mon,29.2332709,40.8791973,19
832,Delivery,Mon,29.3215329,40.9398677,3
833,Delivery,Mon,29.1250715,40.9947131,173
834,Delivery,Mon,29.0988069,40.980615,7
835,Delivery,Mon,29.0988069,40.980615,11
836,Pickup,Mon,29.146378,41.0080332,1
837,Delivery,Mon,29.2816439,40.8588888,1
838,Delivery,Mon,29.3214821,40.9398825,1
839,Delivery,Mon,29.1225875,40.993971,7
840,Delivery,Mon,29.1246912,40.9946757,2
841,Delivery,Mon,29.1250756,40.9946402,1
842,Delivery,Mon,29.4405573,40.8390096,16
843,Delivery,Mon,29.284144,40.8585786,1
844,Delivery,Mon,29.28973,40.8572182,1
845,Pickup,Mon,29.1236232,40.975566,2
846,Delivery,Mon,29.4199511,40.788707,1
847,Delivery,Mon,29.4109796,40.8758081,1
848,Delivery,Mon,29.1295608,40.9782876,1
849,Delivery,Mon,29.2365913,40.8916436,1
850,Delivery,Mon,29.32514,40.9373909,3
851,Delivery,Mon,29.1653193,40.9197824,96
852,Delivery,Mon,29.1250413,40.9946852,2
853,Delivery,Mon,29.5406455,40.7918963,1
854,Delivery,Mon,29.3862352,40.8548885,7
855,Delivery,Mon,29.2345962,40.8781281,1
856,Delivery,Mon,29.4109911,40.8758043,1
857,Delivery,Mon,29.1508275,40.9745529,1
858,Delivery,Mon,29.2365515,40.8916965,1
859,Delivery,Mon,29.3253008,40.9373494,1
860,Delivery,Mon,29.3252578,40.9373618,5
861,Delivery,Mon,29.435762,40.8404156,148
862,Delivery,Mon,29.1399629,40.9841907,1
863,Delivery,Mon,29.1010408,40.9982194,1
864,Delivery,Mon,29.105758,40.9900298,1
865,Delivery,Mon,29.1517004,40.9787392,1
866,Delivery,Mon,29.0964995,40.999284,1
867,Delivery,Mon,29.100837,40.9990001,1
868,Delivery,Mon,29.4335872,40.8363717,212
869,Delivery,Mon,29.1334949,41.0223849,1
870,Delivery,Mon,29.1486297,41.00554,1
871,Delivery,Mon,29.3023488,40.8653645,1
872,Delivery,Mon,29.1386846,40.9307641,1
873,Delivery,Mon,29.4455334,40.866729,1
874,Delivery,Mon,29.2549932,40.9696994,1
875,Delivery,Mon,29.36735,40.8529567,1
876,Delivery,Mon,29.2788958,40.8181785,1
877,Delivery,Mon,29.3256876,40.8743914,1
878,Delivery,Mon,29.1814569,41.0025353,5
879,Delivery,Mon,29.1088592,40.9951098,1
880,Delivery,Mon,29.1008398,40.9990084,1
881,Delivery,Mon,29.102637,40.9977397,1
882,Delivery,Mon,29.1530873,40.9769532,1
883,Delivery,Mon,29.0965325,40.9992987,1
884,Delivery,Mon,29.1072122,40.9881043,1
885,Pickup,Mon,29.2973183,40.9086622,96
886,Delivery,Mon,29.3596069,40.8385942,1
887,Delivery,Mon,29.3561102,40.8223192,1
888,Delivery,Mon,29.435729,40.7992303,1
889,Delivery,Mon,29.2789304,40.8181777,1
890,Delivery,Mon,29.4394259,40.8604781,1
891,Delivery,Mon,29.1566578,40.9983299,7
892,Delivery,Mon,29.1618605,41.003319,4
893,Delivery,Mon,29.1350252,40.9381975,1
894,Delivery,Mon,29.1349508,40.9365849,1
895,Delivery,Mon,29.2055452,40.8999786,1
896,Delivery,Mon,29.1298157,40.927171,1
897,Delivery,Mon,29.1405342,40.9447453,1
898,Delivery,Mon,29.1568842,40.9403916,1
899,Delivery,Mon,29.1445572,40.9428464,1
900,Delivery,Mon,29.1431201,40.936333,1
901,Delivery,Mon,29.5054817,40.8316418,1
902,Delivery,Mon,29.1165936,40.9807496,1
903,Delivery,Mon,29.1217685,40.9647127,1
904,Delivery,Mon,29.1221689,40.9664344,3
905,Delivery,Mon,29.1557708,40.948936,1
906,Delivery,Mon,29.1342381,40.9696419,1
907,Delivery,Mon,29.166772,40.9188907,1
908,Delivery,Mon,29.1521745,40.9177772,1
909,Pickup,Mon,29.466801,40.7971047,3
910,Delivery,Mon,29.1346466,40.9861521,1
911,Delivery,Mon,29.1243437,40.9891268,1
912,Delivery,Mon,29.1785042,40.9880461,1
913,Delivery,Mon,29.1008531,40.9813932,1
914,Delivery,Mon,29.435822,40.8404362,5
915,Delivery,Mon,29.3974346,40.8308442,285
916,Delivery,Mon,29.2897893,40.9114522,1
917,Delivery,Mon,29.289971,40.9134531,1
918,Delivery,Mon,29.3243428,40.9334368,1
919,Delivery,Mon,29.3087335,40.9279141,1
920,Delivery,Mon,29.3088001,40.9278741,1
921,Delivery,Mon,29.2325485,41.0076511,1
922,Delivery,Mon,29.2334737,41.0074987,1
923,Delivery,Mon,29.4136286,40.8403199,1
924,Delivery,Mon,29.4142136,40.8380815,1
925,Delivery,Mon,29.414209,40.8380782,1
926,Delivery,Mon,29.1872304,41.0535315,1
927,Delivery,Mon,29.1502782,41.0382782,1
928,Delivery,Mon,29.3673514,40.8529389,1
929,Delivery,Mon,29.382817,40.8913406,1
930,Delivery,Mon,29.3780784,40.871789,9
931,Delivery,Mon,29.3786744,40.8721954,1
932,Delivery,Mon,29.4128614,40.7837273,1
933,Delivery,Mon,29.4066175,40.7706255,1
934,Delivery,Mon,29.3865561,40.7686322,1
935,Delivery,Mon,29.3845233,40.7581765,1
936,Delivery,Mon,29.4502184,40.7951496,1
937,Delivery,Mon,29.4141173,40.7870761,2
938,Delivery,Mon,29.4140926,40.7870762,1
939,Delivery,Mon,29.4052225,40.8560071,1
940,Delivery,Mon,29.2295954,40.9118917,1
941,Delivery,Mon,29.2281496,40.9038453,1
942,Delivery,Mon,29.1975254,40.9084789,1
943,Delivery,Mon,29.2379771,40.9065691,1
944,Delivery,Mon,29.1723361,40.9150205,1
945,Delivery,Mon,29.1792199,40.9169125,2
946,Delivery,Mon,29.2909115,40.9200392,1
947,Delivery,Mon,29.2808558,40.9244603,1
948,Delivery,Mon,29.2741959,40.9527408,1
949,Delivery,Mon,29.285502,40.9613755,1
950,Delivery,Mon,29.2699936,40.967085,1
951,Delivery,Mon,29.2560266,40.9691758,2
952,Delivery,Mon,29.3986892,40.8273451,3
953,Delivery,Mon,29.2812053,40.9457455,1
954,Delivery,Mon,29.384245,40.8824756,1
955,Delivery,Mon,29.2197619,40.9603612,1
956,Delivery,Mon,29.2995833,40.921327,1
957,Delivery,Mon,29.2935447,40.9220559,1
958,Delivery,Mon,29.3011635,40.9313073,1
959,Delivery,Mon,29.3001249,40.9329473,1
960,Delivery,Mon,29.2392275,40.9740635,1
961,Delivery,Mon,29.2252061,41.0173597,1
962,Delivery,Mon,29.2241659,41.0232264,1
963,Delivery,Mon,29.4588797,40.8197534,1
964,Delivery,Mon,29.3890465,40.8022372,1
965,Delivery,Mon,29.3712197,40.8206681,1
966,Delivery,Mon,29.3857978,40.8095105,1
967,Delivery,Mon,29.4443443,40.826328,2
968,Delivery,Mon,29.2184509,40.9763963,1
969,Delivery,Mon,29.2264823,40.9835709,1
970,Delivery,Mon,29.2354459,41.0258405,1
971,Delivery,Mon,29.1929478,41.0260298,1
972,Delivery,Mon,29.4432136,40.7955243,1
973,Delivery,Mon,29.4431974,40.7955122,1
974,Pickup,Mon,29.3263795,40.9362181,78
975,Delivery,Mon,29.2877298,40.863598,1
976,Delivery,Mon,29.3974346,40.8308442,129
977,Delivery,Mon,29.3044192,40.8703279,1
978,Pickup,Mon,29.1327511,40.9823828,43
979,Delivery,Mon,29.2149003,41.0092538,5
980,Pickup,Mon,29.3252232,40.9372847,1
981,Delivery,Mon,29.1786847,41.0151009,11
982,Delivery,Mon,29.2073899,40.8845238,1
983,Delivery,Mon,29.1207751,40.9530172,173
984,Delivery,Mon,29.1514197,41.0014601,1
985,Delivery,Mon,29.2325417,40.8815931,1
986,Delivery,Mon,29.3661748,40.853253,1
987,Delivery,Mon,29.3216888,40.9399673,1
988,Delivery,Mon,29.4389095,40.8580933,1
989,Delivery,Mon,29.3255075,40.8743754,1
990,Delivery,Mon,29.3256894,40.8743869,1
991,Delivery,Mon,29.3214777,40.9398371,1
992,Delivery,Mon,29.3215418,40.9398651,3
993,Delivery,Mon,29.4434198,40.7954304,5
994,Delivery,Mon,29.3119475,40.8779992,1
995,Delivery,Mon,29.317877,40.8820824,3
996,Delivery,Mon,29.3232205,40.9144856,1
997,Delivery,Mon,29.2312078,40.8789113,1
998,Delivery,Mon,29.2836566,40.8647016,1
999,Pickup,Mon,29.1520137,40.9244395,1
1000,Delivery,Mon,29.2863484,40.9065877,1
1001,Delivery,Mon,29.2880447,40.9097482,1
1002,Pickup,Mon,29.1129777,40.9901768,1
1003,Delivery,Mon,29.2928912,40.857194,1
1004,Delivery,Mon,29.3799401,40.8676434,1
1005,Delivery,Mon,29.5499507,40.836323,1
1006,Delivery,Mon,29.1015221,40.9903101,1
1007,Pickup,Mon,29.3149622,40.8172109,1
1008,Delivery,Mon,29.2146955,40.893965,1
1009,Delivery,Mon,29.2203219,40.8953554,1
1010,Delivery,Mon,29.2095281,40.8948523,1
1011,Delivery,Mon,29.5737029,40.8478032,1
1012,Delivery,Mon,29.1889404,40.905059,1
1013,Pickup,Mon,29.1204788,40.9529555,87
1014,Delivery,Mon,29.2264361,41.0302893,2
1015,Delivery,Mon,29.1848379,41.0159276,5
1016,Delivery,Mon,29.2286813,41.0300293,1
1017,Delivery,Mon,29.2309272,41.0335329,1
1018,Delivery,Mon,29.191513,41.0174798,1
1019,Delivery,Mon,29.4358105,40.7992613,1
1020,Delivery,Mon,29.1583233,40.9925668,1
1021,Delivery,Mon,29.272947,40.86367,1
1022,Delivery,Mon,29.2729535,40.8636682,1
1023,Delivery,Mon,29.4357946,40.7992092,1
1024,Delivery,Mon,29.1464511,40.9263429,4
1025,Delivery,Mon,29.1472975,40.9268395,10
1026,Delivery,Mon,29.1438651,40.9273705,2
1027,Delivery,Mon,29.1439636,40.9265951,5
1028,Delivery,Mon,29.0976034,41.0010177,1
1029,Delivery,Mon,29.1012242,40.9906908,1
1030,Delivery,Mon,29.0825049,40.9951553,1
1031,Delivery,Mon,29.1010688,40.9881688,1
1032,Delivery,Mon,29.0743079,41.0033744,1
1033,Delivery,Mon,29.1021313,40.9801253,1
1034,Delivery,Mon,29.1022424,40.9801375,2
1035,Delivery,Mon,29.1058283,40.9674527,1
1036,Delivery,Mon,29.1030382,40.9801218,1
1037,Delivery,Mon,29.1029986,40.9801906,1
1038,Delivery,Mon,29.1083982,40.9776671,5
1039,Delivery,Mon,29.1068091,40.9772702,3
1040,Delivery,Mon,29.1155459,40.9713845,1
1041,Delivery,Mon,29.1098842,40.9622535,3
1042,Delivery,Mon,29.1039621,40.9715786,1
1043,Delivery,Mon,29.1554588,41.0023185,3
1044,Delivery,Mon,29.1562942,41.0024486,1
1045,Delivery,Mon,29.1597356,41.0083193,1
1046,Delivery,Mon,29.4358203,40.7991703,1
1047,Delivery,Mon,29.4139147,40.8399087,17
1048,Delivery,Mon,29.134452,40.9228363,1
1049,Delivery,Mon,29.1341769,40.9229498,2
1050,Delivery,Mon,29.4357336,40.7992716,1
1051,Delivery,Mon,29.4358002,40.799138,1
1052,Delivery,Mon,29.1892669,41.0038019,1
1053,Delivery,Mon,29.387693,40.8673804,53
1054,Pickup,Mon,29.1560578,41.0013702,26
1055,Pickup,Mon,29.3929217,40.9041927,58
1056,Pickup,Mon,29.4431538,40.7950359,91
1057,Delivery,Mon,29.3215503,40.9398548,2
1058,Delivery,Mon,29.4406416,40.839019,17
1059,Delivery,Mon,29.2074486,40.885052,2
1060,Delivery,Mon,29.3149194,40.8171624,1
1061,Delivery,Mon,29.3149178,40.8171651,1
1062,Delivery,Mon,29.1784955,41.0147094,24
1063,Delivery,Mon,29.2357597,41.041705,1
1064,Delivery,Mon,29.2390524,41.0334857,1
1065,Delivery,Mon,29.2270702,41.0305445,1
1066,Delivery,Mon,29.2284977,41.0299857,2
1067,Delivery,Mon,29.2574748,41.0422493,1
1068,Delivery,Mon,29.2345184,41.0532991,1
1069,Delivery,Mon,29.2729563,40.863667,1
1070,Delivery,Mon,29.2729587,40.8636656,1
1071,Delivery,Mon,29.142974,40.9275752,2
1072,Delivery,Mon,29.147938,40.9271829,15
1073,Delivery,Mon,29.0916932,41.0066783,1
1074,Delivery,Mon,29.0950364,40.9914443,1
1075,Delivery,Mon,29.0965791,41.0053436,1
1076,Delivery,Mon,29.0921246,40.9918398,1
1077,Delivery,Mon,29.0766132,41.0013852,1
1078,Delivery,Mon,29.096851,40.9887491,1
1079,Delivery,Mon,29.0800558,41.0018141,1
1080,Delivery,Mon,29.2549223,40.9696802,1
1081,Delivery,Mon,29.2550131,40.9696687,3
1082,Delivery,Mon,29.1061862,40.9784655,1
1083,Delivery,Mon,29.1029151,40.9800415,1
1084,Delivery,Mon,29.1030521,40.9801769,1
1085,Delivery,Mon,29.1029893,40.9801275,1
1086,Delivery,Mon,29.1066061,40.9771951,1
1087,Delivery,Mon,29.1067502,40.9768688,16
1088,Delivery,Mon,29.108917,40.9623989,1
1089,Delivery,Mon,29.110032,40.9624948,1
1090,Delivery,Mon,29.1084193,40.9627139,1
1091,Delivery,Mon,29.1079826,40.9671133,1
1092,Delivery,Mon,29.1535937,41.0098524,1
1093,Delivery,Mon,29.1552846,41.0207008,1
1094,Delivery,Mon,29.1368619,41.0252283,1
1095,Delivery,Mon,29.1340632,40.9232254,1
1096,Delivery,Mon,29.1242762,40.9261873,2
1097,Delivery,Mon,29.4455357,40.8667057,1
1098,Delivery,Mon,29.4356934,40.7992687,1
1099,Pickup,Mon,29.1733979,41.0318451,4
1100,Delivery,Mon,29.3471548,40.9205109,20
1101,Delivery,Mon,29.4364332,40.8330407,1
1102,Delivery,Mon,29.1082109,40.9969823,1
